id;order_id;rating;comment;order_value_usd;created_at
613;153394547;5;;17.87;2026-05-06 09:30:39.974351
614;153396928;5;;5.95;2026-05-06 09:59:41.657569
615;153397599;5;;4.99;2026-05-06 10:08:25.877166
616;153397792;5;;14.45;2026-05-06 10:10:56.749423
617;153401581;5;;1.97;2026-05-06 11:02:11.804391
618;153406225;5;;9.36;2026-05-06 12:03:06.524291
619;153407780;5;;13.49;2026-05-06 12:20:32.465946
620;153408547;5;;44.99;2026-05-06 12:29:40.684364
621;153408674;5;Works as expected;10.99;2026-05-06 12:31:04.259500
622;153409726;4;;7.42;2026-05-06 12:43:58.945621
623;153413704;5;;4.98;2026-05-06 13:33:44.249926
624;153413809;5;;3.09;2026-05-06 13:35:03.907534
625;153414909;5;;2.90;2026-05-06 13:49:16.586729
626;153415258;3;Valor e muito alto;5.83;2026-05-06 13:54:53.455469
627;153417438;5;;10.00;2026-05-06 14:23:43.962428
628;153417468;5;;17.87;2026-05-06 14:24:27.327311
629;153418341;5;;2.90;2026-05-06 14:37:01.765424
630;153421127;5;;3.29;2026-05-06 15:13:45.347889
631;153422030;5;;8.86;2026-05-06 15:25:37.282145
632;153422418;5;;11.13;2026-05-06 15:30:50.616617
633;153424100;4;;5.85;2026-05-06 15:51:39.604248
634;153424685;5;;314.99;2026-05-06 16:00:11.558286
635;153424905;5;;10.00;2026-05-06 16:02:10.446164
636;153425444;5;;4.99;2026-05-06 16:09:20.264733
